Contraparte;Emissão;Vencimento;Taxa Distribuidor;Taxa Cliente;DI_ref;PU_tesouraria;Quantidade;Prazo;Produto;Indexador;Batimento PU
BTG Pactual Digital;2021-10-28;2024-10-28;0,1187;0,1177;0,119323211259095;997,32779092;332,0;36,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-28;2023-10-30;0,1174;0,1124;0,118591873914995;991,08831374;307,0;24,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-28;2023-10-30;0,1174;0,1129;0,118591873914995;991,97769101;100,0;24,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-28;2022-10-28;0,1096;0,1086;;999,09877433;130,0;12,0;LCA;PRE;FALSO
BTG Pactual Digital;2021-10-28;2023-10-30;0,1174;0,1164;0,118591873914995;998,21447814;230,0;24,0;LCA;PRE;OK
BTG Pactual Digital;2021-10-28;2023-04-28;1,01;0,975;0,117058570149338;994,23697544;53,0;18,0;LCA;POS;OK
Andbank;2021-10-28;2023-10-18;0,1174;0,114;0,118591873914995;994,03188361;100,0;24,0;LCA;PRE;OK
Andbank;2021-10-28;2022-10-24;0,1096;0,1071;;997,78265908;100,0;12,0;LCA;PRE;FALSO
Ãgora;2021-10-28;2022-10-28;0,1096;0,1071;;997,74693583;1005,0;12,0;LCA;PRE;FALSO
Ãgora;2021-10-28;2023-10-30;0,1174;0,1148;0,118591873914995;995,36095514;617,0;24,0;LCA;PRE;OK
Ãgora;2021-10-28;2024-10-28;0,1187;0,1161;0,119323211259095;993,0621521;100,0;36,0;LCA;PRE;OK
Ãgora;2021-10-28;2023-04-28;0,1147;0,1122;0,117058570149338;996,65551297;411,0;18,0;LCA;PRE;OK
Ã“rama;2021-10-28;2023-04-24;0,1147;0,1117;0,117058570149338;996,02966509;50,0;18,0;LCA;PRE;OK
Ã“rama;2021-10-28;2023-10-18;0,0025;0,0005;0,118591873914995;996,08499499;50,0;24,0;LCA;PRE;OK
Ã“rama;2021-10-28;2023-10-18;0,1174;0,1139;0,118591873914995;993,85661628;58,0;24,0;LCA;PRE;OK
Ã“rama;2021-10-28;2024-10-14;0,1187;0,1152;0,119323211259095;990,79127091;121,0;36,0;LCA;PRE;OK
Ã“rama;2021-10-28;2024-10-14;0,1187;0,1172;0,119323211259095;996,04650285;70,0;36,0;LCA;PRE;OK
BTG Pactual Advisors;2021-10-28;2023-04-28;0,1147;0,1137;0,117058570149338;998,6617618;175,0;18,0;LCA;PRE;OK
BNP Paribas WM;2021-10-28;2023-10-30;0,1174;0,1164;0,118591873914995;998,21447814;750,0;24,0;LCA;PRE;OK
